,ConstituentID,City,County,State,Country,Continent
3534,2089,Woodstock,,New York,United States,North America
4022,2375,Woodstock,,New York,United States,North America
5122,3067,Woodstock,,New York,United States,North America
5220,3128,Woodstock,,New York,United States,North America
5289,3171,Woodstock,,New York,United States,North America
5340,3204,Woodstock,,New York,United States,North America
5550,3342,Woodstock,,New York,United States,North America
7407,4508,Woodstock,,New York,United States,North America
7493,4571,Woodstock,,New York,United States,North America
8979,5755,Woodstock,,New York,United States,North America
11291,1613,Woodstock,,New York,United States,North America
12213,1045,Woodstock,,New York,United States,North America
12235,844,Woodstock,,New York,United States,North America
15095,3781,Woodstock,,New York,United States,North America
6299,3810,Woodhaven,,New York,United States,North America
9964,6750,Wilton,,New York,United States,North America
5803,3497,Willard,,New York,United States,North America
426,233,White Plains,,New York,United States,North America
2925,1680,White Plains,,New York,United States,North America
4263,2522,White Plains,,New York,United States,North America
4603,2735,White Plains,,New York,United States,North America
5623,3387,White Plains,,New York,United States,North America
6811,4131,White Plains,,New York,United States,North America
7124,4332,White Plains,,New York,United States,North America
10094,6869,White Plains,,New York,United States,North America
15133,1870,White Plains,,New York,United States,North America
8005,4895,Westport,,New York,United States,North America
15035,2480,Westhampton,,New York,United States,North America
1190,659,West Seneca,,New York,United States,North America
3137,1813,West Point,,New York,United States,North America
7231,4400,West Point,,New York,United States,North America
8391,5301,West Point,,New York,United States,North America
8394,5302,West Point,,New York,United States,North America
8397,5303,West Point,,New York,United States,North America
3768,2224,West Nyack,,New York,United States,North America
3769,2224,West Nyack,,New York,United States,North America
3774,2226,West Nyack,,New York,United States,North America
12329,28096,West Nyack,,New York,United States,North America
14,10,Wayland,,New York,United States,North America
1702,955,Waterville,,New York,United States,North America
1385,767,Watertown,,New York,United States,North America
6771,4100,Waterloo,,New York,United States,North America
13554,1633,Warwick,,New York,United States,North America
15555,4237,Warwick,,New York,United States,North America
12397,27520,Warsaw,,New York,United States,North America
4169,2471,Walden,,New York,United States,North America
3328,1932,Valley Cottage,,New York,United States,North America
9170,5894,Valley Cottage,,New York,United States,North America
8380,5295,Valhalla,,New York,United States,North America
11425,1308,Valhalla,Westchester County,New York,United States,North America
1332,741,Utica,,New York,United States,North America
2037,1141,Utica,,New York,United States,North America
4046,2390,Utica,,New York,United States,North America
6191,3752,Utica,,New York,United States,North America
6256,3785,Utica,,New York,United States,North America
8542,5391,Utica,,New York,United States,North America
9665,6323,Utica,,New York,United States,North America
11184,1695,Unadilla,,New York,United States,North America
2300,1305,Tuxedo Park,,New York,United States,North America
8524,5382,Turners,,New York,United States,North America
4992,2982,Troy,,New York,United States,North America
6366,3854,Troy,,New York,United States,North America
6453,3904,Troy,,New York,United States,North America
3741,2206,Trenton Falls,,New York,United States,North America
1118,620,Tompkinsville,,New York,United States,North America
4400,2601,Tarrytown Heights,,New York,United States,North America
2627,1505,Tarrytown,,New York,United States,North America
3603,2120,Tarrytown,,New York,United States,North America
2240,1266,Tappan,,New York,United States,North America
9914,6718,Tappan,,New York,United States,North America
13430,2981,Tappan,,New York,United States,North America
795,429,Syracuse,,New York,United States,North America
955,536,Syracuse,,New York,United States,North America
2170,1215,Syracuse,,New York,United States,North America
2618,1500,Syracuse,,New York,United States,North America
3790,2234,Syracuse,,New York,United States,North America
5002,2989,Syracuse,,New York,United States,North America
5659,3410,Syracuse,,New York,United States,North America
5690,3428,Syracuse,,New York,United States,North America
6518,3939,Syracuse,,New York,United States,North America
8074,5101,Syracuse,,New York,United States,North America
8932,5729,Syracuse,,New York,United States,North America
11698,1735,Syracuse,,New York,United States,North America
12691,3344,Syracuse,Onondaga County,New York,United States,North America
15542,30075,Syracuse,,New York,United States,North America
14689,29472,Suffern,,New York,United States,North America
15444,30096,Suffern,,New York,United States,North America
2243,1267,Stony Point,,New York,United States,North America
6066,3665,Staten Island,,New York,United States,North America
3570,2107,Stamford,,New York,United States,North America
4391,2597,Spuyten Duyvil,,New York,United States,North America
4493,2662,Spuyten Duyvil,,New York,United States,North America
12273,90,Springville,,New York,United States,North America
16171,2588,Spencertown,,New York,United States,North America
56,34,Sparta,,New York,United States,North America
3397,1973,Southold,,New York,United States,North America
6103,3692,Southold,,New York,United States,North America
1209,670,Southampton,,New York,United States,North America
2157,1207,Southampton,,New York,United States,North America
2177,1221,Southampton,,New York,United States,North America
2669,1524,Southampton,,New York,United States,North America
3426,1998,Southampton,,New York,United States,North America
5283,3167,Southampton,,New York,United States,North America
5879,3555,Southampton,,New York,United States,North America
6353,3842,Southampton,,New York,United States,North America
6420,3880,Southampton,,New York,United States,North America
11764,4062,Southampton,,New York,United States,North America
14626,4138,Southampton,,New York,United States,North America
15217,29693,Southampton,,New York,United States,North America
11414,6120,South Salem,,New York,United States,North America
6155,3729,South Nyack,,New York,United States,North America
3287,1906,South Granville,,New York,United States,North America
670,362,Smithtown,,New York,United States,North America
10313,7180,Silver Creek,,New York,United States,North America
7552,4605,Sidney,,New York,United States,North America
7271,4426,Shelter Island,,New York,United States,North America
13799,3431,Shelter Island,,New York,United States,North America
7071,4304,Shandaken,,New York,United States,North America
11576,4749,Shady,,New York,United States,North America
5714,3441,Setauket,,New York,United States,North America
5715,3441,Setauket,,New York,United States,North America
2223,1258,Seneca Falls,,New York,United States,North America
15432,29937,Seneca Falls,,New York,United States,North America
16147,1000,Seaford,,New York,United States,North America
3550,2097,Schenectady,,New York,United States,North America
9548,6227,Schenectady,,New York,United States,North America
10172,7046,Schenectady,,New York,United States,North America
14739,29516,Schenectady,,New York,United States,North America
16060,7050,Schenectady,,New York,United States,North America
13121,559,Scarsdale,,New York,United States,North America
8241,5219,Saugerties,,New York,United States,North America
10312,7170,Saratoga Springs,,New York,United States,North America
14913,6556,Saratoga Springs,,New York,United States,North America
2490,1421,Saratoga,,New York,United States,North America
15096,1253,Saranac Lake,,New York,United States,North America
315,176,Sand Bank,,New York,United States,North America
1059,591,Sag Harbor,,New York,United States,North America
15345,8,Sag Harbor,,New York,United States,North America
15844,30605,Sag Harbor,,New York,United States,North America
6914,4201,Rye Brook,,New York,United States,North America
1119,620,Rye,,New York,United States,North America
2797,1604,Rye,,New York,United States,North America
4432,2627,Rye,,New York,United States,North America
1871,1052,Rossville,,New York,United States,North America
3153,1826,Roslyn,,New York,United States,North America
6513,3935,Roslyn,,New York,United States,North America
5371,3221,Rondout,,New York,United States,North America
5372,3221,Rondout,,New York,United States,North America
15584,30207,Rome,,New York,United States,North America
14413,4290,Rock Hill,,New York,United States,North America
1073,598,Rochester,,New York,United States,North America
1185,658,Rochester,,New York,United States,North America
1527,856,Rochester,,New York,United States,North America
1750,988,Rochester,,New York,United States,North America
2034,1140,Rochester,,New York,United States,North America
2969,1709,Rochester,,New York,United States,North America
3250,1884,Rochester,,New York,United States,North America
3396,1973,Rochester,,New York,United States,North America
3507,2066,Rochester,,New York,United States,North America
3604,2121,Rochester,,New York,United States,North America
3605,2121,Rochester,,New York,United States,North America
4680,2784,Rochester,,New York,United States,North America
5054,3029,Rochester,,New York,United States,North America
5862,3544,Rochester,,New York,United States,North America
6237,3777,Rochester,,New York,United States,North America
6685,4046,Rochester,,New York,United States,North America
7307,4447,Rochester,,New York,United States,North America
7906,4824,Rochester,,New York,United States,North America
8071,5097,Rochester,,New York,United States,North America
8948,5739,Rochester,,New York,United States,North America
9175,5897,Rochester,,New York,United States,North America
9349,6065,Rochester,,New York,United States,North America
11566,18538,Rochester,,New York,United States,North America
11757,27792,Rochester,,New York,United States,North America
12063,26652,Rochester,,New York,United States,North America
12083,27357,Rochester,,New York,United States,North America
12862,28236,Rochester,,New York,United States,North America
14006,27738,Rochester,,New York,United States,North America
14509,3602,Rochester,,New York,United States,North America
15804,30094,Rochester,,New York,United States,North America
16172,31052,Rochester,,New York,United States,North America
7089,4309,Riverhead,,New York,United States,North America
15974,9521,Riverdale,,New York,United States,North America
2181,1225,Rhinebeck,,New York,United States,North America
2347,1333,Rhinebeck,,New York,United States,North America
10149,7019,Rhinebeck,,New York,United States,North America
4911,2933,Poughquag,,New York,United States,North America
473,255,Poughkeepsie,,New York,United States,North America
474,255,Poughkeepsie,,New York,United States,North America
844,462,Poughkeepsie,,New York,United States,North America
1511,842,Poughkeepsie,,New York,United States,North America
1686,944,Poughkeepsie,,New York,United States,North America
6529,3946,Poughkeepsie,,New York,United States,North America
7376,4488,Poughkeepsie,,New York,United States,North America
9181,5901,Poughkeepsie,,New York,United States,North America
14394,5220,Poughkeepsie,,New York,United States,North America
15276,29738,Poughkeepsie,,New York,United States,North America
15613,30296,Poughkeepsie,,New York,United States,North America
5950,3590,Port Washington,,New York,United States,North America
9613,6284,Port Washington,,New York,United States,North America
14100,29030,Port Jefferson,,New York,United States,North America
6726,4070,Port Chester,,New York,United States,North America
14421,7322,Port Chester,,New York,United States,North America
6075,3676,Pompey,,New York,United States,North America
14348,7142,Pleasantville,,New York,United States,North America
2678,1530,Plattsburgh,,New York,United States,North America
4401,2601,Plattsburgh,,New York,United States,North America
13240,2027,Plainview,,New York,United States,North America
8536,5388,Pittsford,,New York,United States,North America
3569,2107,Pine Hill,,New York,United States,North America
2035,1140,Piermont,,New York,United States,North America
6160,3731,Piermont,,New York,United States,North America
14028,175,Philmont,,New York,United States,North America
2744,1571,Pelham Manor,,New York,United States,North America
3199,1856,Peekskill,,New York,United States,North America
7895,4819,Peekskill,,New York,United States,North America
14529,4768,Peekskill,,New York,United States,North America
2735,1563,Peconic,,New York,United States,North America
8543,5391,Peconic,,New York,United States,North America
12860,28270,Paris,,New York,United States,North America
2646,1510,Oyster Bay,,New York,United States,North America
7877,4805,Oxford,,New York,United States,North America
4797,2856,Owego,,New York,United States,North America
5756,3467,Oswego,,New York,United States,North America
11490,143,Oswego,,New York,United States,North America
304,169,Ossining,,New York,United States,North America
2907,1669,Ossining,,New York,United States,North America
10156,7035,Ossining,,New York,United States,North America
546,289,Oneonta,,New York,United States,North America
8297,5251,Oneonta,,New York,United States,North America
8996,5767,Oneonta,,New York,United States,North America
11978,28002,Oneonta,,New York,United States,North America
1205,669,Oneida,,New York,United States,North America
3142,1819,Oneida,,New York,United States,North America
4605,2737,Oneida,,New York,United States,North America
5531,3331,Oneida,,New York,United States,North America
7183,4372,Olean,,New York,United States,North America
9792,6644,Olean,,New York,United States,North America
11215,7361,Olcott,,New York,United States,North America
1237,688,Ogdensburg,,New York,United States,North America
15978,30787,Ogdensburg,,New York,United States,North America
12272,28048,Oceanside,Long Island,New York,United States,North America
1764,995,Nyack,,New York,United States,North America
1783,1004,Nyack,,New York,United States,North America
3899,2297,Nyack,,New York,United States,North America
4307,2544,Nyack,,New York,United States,North America
8189,5180,Nyack,,New York,United States,North America
11504,511,Nyack,,New York,United States,North America
14059,28962,Nyack,,New York,United States,North America
16042,3837,Nyack,,New York,United States,North America
13215,4352,NY,,New York,United States,North America
2454,1400,Norwich,,New York,United States,North America
11844,27550,Northport,Long Island,New York,United States,North America
4716,2806,North Tonawanda,,New York,United States,North America
5153,3089,North Tonawanda,,New York,United States,North America
5662,3411,North Tarrytown,,New York,United States,North America
2249,1271,Niagara Falls,,New York,United States,North America
3517,2074,Niagara Falls,,New York,United States,North America
3691,2174,Niagara Falls,,New York,United States,North America
9811,6660,Niagara Falls,,New York,United States,North America
9816,6663,Niagara Falls,,New York,United States,North America
10031,6799,Niagara Falls,,New York,United States,North America
10162,7038,Niagara Falls,,New York,United States,North America
11438,313,Niagara Falls,,New York,United States,North America
13162,27638,Niagara Falls,,New York,United States,North America
13347,28454,Niagara Falls,,New York,United States,North America
402,220,Newburgh,,New York,United States,North America
1098,610,Newburgh,,New York,United States,North America
1510,842,Newburgh,,New York,United States,North America
4053,2392,Newburgh,,New York,United States,North America
4380,2588,Newburgh,,New York,United States,North America
4761,2836,Newburgh,,New York,United States,North America
13549,28455,New York City,Kings,New York,United States,North America
15586,30160,New York City,,New York,United States,North America
6,6,New York,,New York,United States,North America
10,7,New York,,New York,United States,North America
11,8,New York,,New York,United States,North America
25,16,New York,,New York,United States,North America
38,23,New York,,New York,United States,North America
49,29,New York,,New York,United States,North America
51,32,New York,,New York,United States,North America
52,32,New York,,New York,United States,North America
58,35,New York,,New York,United States,North America
59,35,New York,,New York,United States,North America
60,36,New York,,New York,United States,North America
68,40,New York,,New York,United States,North America
95,53,New York,,New York,United States,North America
98,55,New York,,New York,United States,North America
108,64,New York,,New York,United States,North America
111,66,New York,,New York,United States,North America
118,69,New York,Bronx,New York,United States,North America
122,71,New York,,New York,United States,North America
137,81,New York,,New York,United States,North America
146,87,New York,,New York,United States,North America
149,89,New York,,New York,United States,North America
151,91,New York,,New York,United States,North America
170,100,New York,Kings,New York,United States,North America
183,106,New York,,New York,United States,North America
197,111,New York,,New York,United States,North America
210,117,New York,,New York,United States,North America
215,122,New York,,New York,United States,North America
219,124,New York,,New York,United States,North America
220,124,New York,,New York,United States,North America
226,128,New York,,New York,United States,North America
239,135,New York,,New York,United States,North America
255,143,New York,Kings,New York,United States,North America
301,168,New York,,New York,United States,North America
316,176,New York,,New York,United States,North America
319,177,New York,,New York,United States,North America
330,182,New York,,New York,United States,North America
334,183,New York,,New York,United States,North America
335,184,New York,,New York,United States,North America
358,197,New York,,New York,United States,North America
374,206,New York,,New York,United States,North America
376,207,New York,,New York,United States,North America
394,217,New York,,New York,United States,North America
404,221,New York,,New York,United States,North America
409,224,New York,,New York,United States,North America
416,227,New York,,New York,United States,North America
425,233,New York,,New York,United States,North America
427,234,New York,,New York,United States,North America
432,236,New York,,New York,United States,North America
438,239,New York,,New York,United States,North America
442,240,New York,,New York,United States,North America
450,245,New York,,New York,United States,North America
462,249,New York,,New York,United States,North America
464,250,New York,,New York,United States,North America
466,251,New York,,New York,United States,North America
503,269,New York,,New York,United States,North America
506,272,New York,,New York,United States,North America
507,272,New York,,New York,United States,North America
531,283,New York,,New York,United States,North America
539,286,New York,,New York,United States,North America
544,288,New York,,New York,United States,North America
545,288,New York,,New York,United States,North America
554,291,New York,,New York,United States,North America
559,295,New York,,New York,United States,North America
562,296,New York,,New York,United States,North America
576,304,New York,,New York,United States,North America
588,312,New York,,New York,United States,North America
596,317,New York,,New York,United States,North America
618,329,New York,,New York,United States,North America
620,330,New York,,New York,United States,North America
633,337,New York,,New York,United States,North America
635,339,New York,,New York,United States,North America
640,342,New York,,New York,United States,North America
652,351,New York,,New York,United States,North America
667,360,New York,,New York,United States,North America
675,365,New York,,New York,United States,North America
692,374,New York,,New York,United States,North America
743,403,New York,,New York,United States,North America
758,410,New York,,New York,United States,North America
766,416,New York,,New York,United States,North America
776,419,New York,,New York,United States,North America
790,427,New York,,New York,United States,North America
801,432,New York,,New York,United States,North America
802,433,New York,,New York,United States,North America
804,434,New York,,New York,United States,North America
812,437,New York,,New York,United States,North America
814,438,New York,,New York,United States,North America
817,441,New York,,New York,United States,North America
825,448,New York,Bronx,New York,United States,North America
842,461,New York,,New York,United States,North America
846,463,New York,,New York,United States,North America
859,471,New York,,New York,United States,North America
866,475,New York,,New York,United States,North America
867,476,New York,,New York,United States,North America
873,479,New York,,New York,United States,North America
874,479,New York,,New York,United States,North America
878,482,New York,,New York,United States,North America
891,489,New York,,New York,United States,North America
913,506,New York,,New York,United States,North America
933,523,New York,,New York,United States,North America
943,530,New York,,New York,United States,North America
972,545,New York,,New York,United States,North America
1009,564,New York,,New York,United States,North America
1014,566,New York,,New York,United States,North America
1039,579,New York,,New York,United States,North America
1045,582,New York,,New York,United States,North America
1050,586,New York,,New York,United States,North America
1051,586,New York,,New York,United States,North America
1058,591,New York,,New York,United States,North America
1062,593,New York,,New York,United States,North America
1104,614,New York,,New York,United States,North America
1121,621,New York,,New York,United States,North America
1125,623,New York,,New York,United States,North America
1127,624,New York,,New York,United States,North America
1131,626,New York,,New York,United States,North America
1142,632,New York,,New York,United States,North America
1151,637,New York,,New York,United States,North America
1159,643,New York,,New York,United States,North America
1197,662,New York,,New York,United States,North America
1202,668,New York,,New York,United States,North America
1203,668,New York,,New York,United States,North America
1206,669,New York,,New York,United States,North America
1222,678,New York,,New York,United States,North America
1226,680,New York,,New York,United States,North America
1231,684,New York,,New York,United States,North America
1250,696,New York,,New York,United States,North America
1264,704,New York,,New York,United States,North America
1282,710,New York,,New York,United States,North America
1285,711,New York,,New York,United States,North America
1295,717,New York,,New York,United States,North America
1305,724,New York,,New York,United States,North America
1336,743,New York,,New York,United States,North America
1340,745,New York,,New York,United States,North America
1343,746,New York,,New York,United States,North America
1346,747,New York,,New York,United States,North America
1366,756,New York,,New York,United States,North America
1396,773,New York,,New York,United States,North America
1404,778,New York,,New York,United States,North America
1420,786,New York,,New York,United States,North America
1426,792,New York,,New York,United States,North America
1429,796,New York,,New York,United States,North America
1457,814,New York,,New York,United States,North America
1471,821,New York,Kings,New York,United States,North America
1488,831,New York,,New York,United States,North America
1501,838,New York,,New York,United States,North America
1507,840,New York,,New York,United States,North America
1529,857,New York,,New York,United States,North America
1534,862,New York,,New York,United States,North America
1573,881,New York,,New York,United States,North America
1575,882,New York,,New York,United States,North America
1585,887,New York,,New York,United States,North America
1586,887,New York,,New York,United States,North America
1588,889,New York,,New York,United States,North America
1606,897,New York,,New York,United States,North America
1662,930,New York,,New York,United States,North America
1666,934,New York,,New York,United States,North America
1667,935,New York,,New York,United States,North America
1680,942,New York,,New York,United States,North America
1698,953,New York,,New York,United States,North America
1709,958,New York,,New York,United States,North America
1724,970,New York,,New York,United States,North America
1729,972,New York,,New York,United States,North America
1735,975,New York,,New York,United States,North America
1765,995,New York,,New York,United States,North America
1787,1006,New York,,New York,United States,North America
1816,1021,New York,,New York,United States,North America
1823,1026,New York,,New York,United States,North America
1831,1028,New York,,New York,United States,North America
1834,1030,New York,,New York,United States,North America
1837,1032,New York,,New York,United States,North America
1846,1037,New York,,New York,United States,North America
1852,1039,New York,,New York,United States,North America
1860,1044,New York,,New York,United States,North America
1884,1061,New York,,New York,United States,North America
1890,1064,New York,,New York,United States,North America
1906,1070,New York,,New York,United States,North America
1928,1080,New York,,New York,United States,North America
1938,1086,New York,,New York,United States,North America
1939,1087,New York,,New York,United States,North America
1953,1093,New York,,New York,United States,North America
1963,1099,New York,,New York,United States,North America
1964,1100,New York,,New York,United States,North America
1986,1112,New York,,New York,United States,North America
1987,1115,New York,,New York,United States,North America
1995,1119,New York,,New York,United States,North America
2016,1129,New York,,New York,United States,North America
2030,1139,New York,,New York,United States,North America
2054,1151,New York,,New York,United States,North America
2063,1155,New York,,New York,United States,North America
2070,1159,New York,,New York,United States,North America
2075,1161,New York,,New York,United States,North America
2082,1164,New York,,New York,United States,North America
2088,1166,New York,,New York,United States,North America
2098,1169,New York,,New York,United States,North America
2107,1173,New York,,New York,United States,North America
2109,1175,New York,,New York,United States,North America
2111,1178,New York,,New York,United States,North America
2114,1179,New York,,New York,United States,North America
2123,1185,New York,,New York,United States,North America
2144,1197,New York,,New York,United States,North America
2156,1207,New York,,New York,United States,North America
2159,1208,New York,,New York,United States,North America
2171,1215,New York,,New York,United States,North America
2183,1226,New York,,New York,United States,North America
2193,1236,New York,,New York,United States,North America
2197,1238,New York,,New York,United States,North America
2203,1244,New York,,New York,United States,North America
2205,1246,New York,,New York,United States,North America
2206,1246,New York,,New York,United States,North America
2208,1247,New York,,New York,United States,North America
2213,1251,New York,Kings,New York,United States,North America
2227,1260,New York,,New York,United States,North America
2253,1274,New York,,New York,United States,North America
2254,1275,New York,,New York,United States,North America
2255,1276,New York,,New York,United States,North America
2258,1278,New York,,New York,United States,North America
2279,1293,New York,,New York,United States,North America
2286,1296,New York,,New York,United States,North America
2299,1304,New York,Bronx,New York,United States,North America
2307,1310,New York,,New York,United States,North America
2316,1316,New York,,New York,United States,North America
2325,1321,New York,,New York,United States,North America
2337,1325,New York,,New York,United States,North America
2341,1330,New York,,New York,United States,North America
2385,1357,New York,,New York,United States,North America
2420,1377,New York,,New York,United States,North America
2489,1421,New York,,New York,United States,North America
2498,1426,New York,,New York,United States,North America
2507,1433,New York,,New York,United States,North America
2508,1433,New York,,New York,United States,North America
2525,1442,New York,,New York,United States,North America
2536,1451,New York,,New York,United States,North America
2545,1455,New York,,New York,United States,North America
2552,1459,New York,Kings,New York,United States,North America
2571,1472,New York,,New York,United States,North America
2572,1473,New York,,New York,United States,North America
2575,1474,New York,Kings,New York,United States,North America
2584,1480,New York,,New York,United States,North America
2604,1493,New York,,New York,United States,North America
2606,1494,New York,,New York,United States,North America
2634,1507,New York,,New York,United States,North America
2638,1508,New York,,New York,United States,North America
2639,1508,New York,,New York,United States,North America
2659,1519,New York,,New York,United States,North America
2663,1522,New York,,New York,United States,North America
2700,1542,New York,,New York,United States,North America
2723,1558,New York,,New York,United States,North America
2734,1563,New York,,New York,United States,North America
2743,1570,New York,,New York,United States,North America
2745,1571,New York,,New York,United States,North America
2747,1572,New York,,New York,United States,North America
2750,1576,New York,,New York,United States,North America
2752,1577,New York,,New York,United States,North America
2759,1580,New York,,New York,United States,North America
2764,1582,New York,,New York,United States,North America
2770,1587,New York,,New York,United States,North America
2798,1605,New York,,New York,United States,North America
2819,1620,New York,,New York,United States,North America
2852,1640,New York,,New York,United States,North America
2855,1641,New York,,New York,United States,North America
2888,1659,New York,,New York,United States,North America
2897,1664,New York,,New York,United States,North America
2920,1678,New York,,New York,United States,North America
2924,1680,New York,,New York,United States,North America
2926,1681,New York,,New York,United States,North America
2927,1681,New York,,New York,United States,North America
2928,1682,New York,,New York,United States,North America
2938,1690,New York,,New York,United States,North America
2942,1692,New York,,New York,United States,North America
2968,1707,New York,,New York,United States,North America
2974,1711,New York,,New York,United States,North America
2978,1713,New York,,New York,United States,North America
2982,1715,New York,,New York,United States,North America
2992,1720,New York,,New York,United States,North America
2996,1723,New York,,New York,United States,North America
2998,1725,New York,,New York,United States,North America
3002,1728,New York,,New York,United States,North America
3003,1728,New York,,New York,United States,North America
3039,1752,New York,,New York,United States,North America
3061,1765,New York,,New York,United States,North America
3065,1766,New York,,New York,United States,North America
3073,1774,New York,,New York,United States,North America
3077,1777,New York,,New York,United States,North America
3085,1781,New York,,New York,United States,North America
3102,1794,New York,,New York,United States,North America
3108,1798,New York,,New York,United States,North America
3111,1799,New York,,New York,United States,North America
3113,1800,New York,,New York,United States,North America
3115,1801,New York,,New York,United States,North America
3157,1828,New York,,New York,United States,North America
3161,1831,New York,,New York,United States,North America
3166,1834,New York,,New York,United States,North America
3169,1836,New York,,New York,United States,North America
3178,1843,New York,,New York,United States,North America
3183,1847,New York,,New York,United States,North America
3185,1848,New York,,New York,United States,North America
3186,1849,New York,,New York,United States,North America
3187,1850,New York,,New York,United States,North America
3193,1853,New York,,New York,United States,North America
3205,1859,New York,,New York,United States,North America
3208,1861,New York,,New York,United States,North America
3209,1861,New York,,New York,United States,North America
3217,1865,New York,,New York,United States,North America
3226,1871,New York,,New York,United States,North America
3254,1885,New York,,New York,United States,North America
3259,1887,New York,,New York,United States,North America
3260,1887,New York,,New York,United States,North America
3263,1888,New York,,New York,United States,North America
3285,1905,New York,,New York,United States,North America
3288,1906,New York,,New York,United States,North America
3298,1911,New York,,New York,United States,North America
3300,1914,New York,,New York,United States,North America
3301,1916,New York,,New York,United States,North America
3302,1916,New York,,New York,United States,North America
3303,1917,New York,,New York,United States,North America
3306,1919,New York,Queens County,New York,United States,North America
3314,1924,New York,,New York,United States,North America
3321,1928,New York,,New York,United States,North America
3326,1931,New York,,New York,United States,North America
3327,1931,New York,,New York,United States,North America
3329,1932,New York,,New York,United States,North America
3338,1938,New York,,New York,United States,North America
3342,1940,New York,,New York,United States,North America
3344,1941,New York,,New York,United States,North America
3351,1944,New York,,New York,United States,North America
3363,1954,New York,,New York,United States,North America
3364,1954,New York,,New York,United States,North America
3368,1957,New York,,New York,United States,North America
3373,1960,New York,,New York,United States,North America
3375,1962,New York,,New York,United States,North America
3376,1962,New York,,New York,United States,North America
3380,1964,New York,,New York,United States,North America
3382,1965,New York,,New York,United States,North America
3383,1966,New York,,New York,United States,North America
3391,1969,New York,,New York,United States,North America
3401,1978,New York,,New York,United States,North America
3414,1993,New York,,New York,United States,North America
3420,1996,New York,,New York,United States,North America
3439,2011,New York,,New York,United States,North America
3440,2013,New York,,New York,United States,North America
3460,2027,New York,,New York,United States,North America
3467,2031,New York,,New York,United States,North America
3490,2054,New York,,New York,United States,North America
3519,2075,New York,,New York,United States,North America
3539,2092,New York,,New York,United States,North America
3541,2093,New York,,New York,United States,North America
3552,2098,New York,,New York,United States,North America
3561,2102,New York,,New York,United States,North America
3564,2103,New York,,New York,United States,North America
3578,2110,New York,,New York,United States,North America
3613,2125,New York,,New York,United States,North America
3614,2126,New York,,New York,United States,North America
3623,2130,New York,,New York,United States,North America
3634,2136,New York,,New York,United States,North America
3637,2139,New York,,New York,United States,North America
3660,2155,New York,,New York,United States,North America
3674,2162,New York,,New York,United States,North America
3688,2171,New York,,New York,United States,North America
3699,2181,New York,,New York,United States,North America
3700,2182,New York,,New York,United States,North America
3701,2182,New York,,New York,United States,North America
3711,2191,New York,,New York,United States,North America
3726,2198,New York,,New York,United States,North America
3732,2202,New York,,New York,United States,North America
3763,2219,New York,,New York,United States,North America
3764,2219,New York,,New York,United States,North America
3792,2236,New York,,New York,United States,North America
3800,2242,New York,,New York,United States,North America
3802,2243,New York,,New York,United States,North America
3804,2248,New York,Bronx,New York,United States,North America
3808,2249,New York,Bronx,New York,United States,North America
3819,2257,New York,,New York,United States,North America
3824,2260,New York,,New York,United States,North America
3825,2260,New York,,New York,United States,North America
3827,2261,New York,,New York,United States,North America
3839,2264,New York,,New York,United States,North America
3850,2269,New York,,New York,United States,North America
3852,2270,New York,,New York,United States,North America
3855,2272,New York,,New York,United States,North America
3860,2276,New York,,New York,United States,North America
3872,2281,New York,,New York,United States,North America
3875,2282,New York,,New York,United States,North America
3884,2289,New York,,New York,United States,North America
3892,2294,New York,,New York,United States,North America
3900,2297,New York,,New York,United States,North America
3939,2321,New York,,New York,United States,North America
3963,2336,New York,,New York,United States,North America
3973,2342,New York,,New York,United States,North America
3981,2349,New York,,New York,United States,North America
3987,2352,New York,,New York,United States,North America
4007,2362,New York,,New York,United States,North America
4008,2362,New York,,New York,United States,North America
4037,2383,New York,,New York,United States,North America
4045,2388,New York,,New York,United States,North America
4047,2390,New York,,New York,United States,North America
4048,2391,New York,,New York,United States,North America
4071,2405,New York,,New York,United States,North America
4075,2406,New York,,New York,United States,North America
4109,2424,New York,,New York,United States,North America
4122,2436,New York,,New York,United States,North America
4132,2442,New York,,New York,United States,North America
4139,2448,New York,,New York,United States,North America
4141,2450,New York,,New York,United States,North America
4151,2456,New York,,New York,United States,North America
4165,2469,New York,,New York,United States,North America
4168,2471,New York,,New York,United States,North America
4174,2473,New York,,New York,United States,North America
4190,2482,New York,,New York,United States,North America
4206,2491,New York,,New York,United States,North America
4221,2499,New York,,New York,United States,North America
4253,2515,New York,,New York,United States,North America
4255,2516,New York,,New York,United States,North America
4266,2523,New York,,New York,United States,North America
4281,2530,New York,,New York,United States,North America
4289,2534,New York,,New York,United States,North America
4294,2537,New York,,New York,United States,North America
4297,2539,New York,,New York,United States,North America
4310,2546,New York,,New York,United States,North America
4321,2552,New York,,New York,United States,North America
4322,2552,New York,,New York,United States,North America
4323,2553,New York,,New York,United States,North America
4328,2557,New York,,New York,United States,North America
4329,2558,New York,,New York,United States,North America
4334,2560,New York,,New York,United States,North America
4339,2563,New York,,New York,United States,North America
4344,2565,New York,,New York,United States,North America
4345,2566,New York,,New York,United States,North America
4381,2589,New York,,New York,United States,North America
4382,2589,New York,,New York,United States,North America
4394,2599,New York,,New York,United States,North America
4409,2607,New York,,New York,United States,North America
4422,2618,New York,,New York,United States,North America
4423,2618,New York,,New York,United States,North America
4439,2632,New York,,New York,United States,North America
