Continent,Country,State,City
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Michigan,Port Huron
,,,
North America,United States,Michigan,Port Huron
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Maine,missing
,,,
North America,United States,Maine,missing
,,,
Europe,France,missing,Aix-en-Provence
,,,
Europe,France,missing,Aix-en-Provence
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
Europe,France,missing,Aix-en-Provence
,,,
Europe,France,missing,Aix-en-Provence
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Massachusetts,Arlington
,,,
North America,United States,Massachusetts,Arlington
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
Europe,France,missing,Aix-en-Provence
,,,
Europe,France,missing,Aix-en-Provence
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,Kansas,Hutchinson
,,,
North America,United States,Kansas,Hutchinson
,,,
North America,United States,California,Venice
,,,
North America,United States,California,Venice
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,Texas,Houston
,,,
North America,United States,Texas,Houston
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Venice
,,,
North America,United States,California,Venice
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Santa Monica
,,,
North America,United States,California,Santa Monica
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,California,Beverly Hills
,,,
North America,United States,Indiana,missing
,,,
North America,United States,Indiana,missing
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Wisconsin,missing
,,,
North America,United States,Wisconsin,missing
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,Michigan,Port Huron
,,,
North America,United States,Michigan,Port Huron
,,,
North America,United States,Massachusetts,Cape Cod
,,,
North America,United States,Massachusetts,Cape Cod
,,,
South America,Peru,missing,Cuzco
,,,
South America,Peru,missing,Cuzco
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Downers Grove
,,,
North America,United States,Illinois,Downers Grove
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,Massachusetts,missing
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Kentucky,Lexington
,,,
North America,United States,Kentucky,Lexington
,,,
North America,United States,Kentucky,Lexington
,,,
North America,United States,Kentucky,Lexington
,,,
North America,United States,Kentucky,Lexington
,,,
North America,United States,Kentucky,Lexington
,,,
North America,United States,Kentucky,Lexington
,,,
North America,United States,Kentucky,Lexington
,,,
North America,United States,Kentucky,Lexington
,,,
North America,United States,Kentucky,Lexington
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Michigan,Detroit
,,,
North America,United States,Michigan,Detroit
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,Michigan,Detroit
,,,
North America,United States,Michigan,Detroit
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Vermont,Bennington
,,,
North America,United States,Vermont,Bennington
,,,
North America,United States,Vermont,Bennington
,,,
North America,United States,Vermont,Bennington
,,,
North America,United States,Vermont,Bennington
,,,
North America,United States,Vermont,Bennington
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
Europe,France,missing,Aix-en-Provence
,,,
Europe,France,missing,Aix-en-Provence
,,,
North America,United States,Vermont,Bennington
,,,
North America,United States,Vermont,Bennington
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Artesia
,,,
North America,United States,California,Artesia
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,Los Angeles
,,,
North America,United States,California,San Francisco
,,,
North America,United States,California,San Francisco
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,Georgia,Atlanta
,,,
North America,United States,Georgia,Atlanta
,,,
North America,United States,Georgia,Atlanta
,,,
North America,United States,Georgia,Atlanta
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Georgia,Atlanta
,,,
North America,United States,Georgia,Atlanta
,,,
North America,United States,Georgia,Atlanta
,,,
North America,United States,Georgia,Atlanta
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Georgia,Atlanta
,,,
North America,United States,Georgia,Atlanta
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
Europe,England,missing,London
,,,
Europe,England,missing,London
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,Mount Kisco
,,,
North America,United States,New York,Mount Kisco
,,,
North America,United States,Tennessee,Memphis
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,California,San Francisco
,,,
North America,United States,California,San Francisco
,,,
North America,United States,California,San Francisco
,,,
North America,United States,California,San Francisco
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,Massachusetts,Cape Cod
,,,
North America,United States,Massachusetts,Cape Cod
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,California,missing
,,,
North America,United States,California,missing
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,California,San Francisco
,,,
North America,United States,California,San Francisco
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,California,San Francisco
,,,
North America,United States,California,San Francisco
,,,
Europe,Italy,missing,Milan
,,,
Europe,Italy,missing,Milan
,,,
North America,United States,Arizona,Mesa
,,,
North America,United States,Arizona,Mesa
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
Europe,Greece,missing,Athens
,,,
Europe,Greece,missing,Athens
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Georgia,Atlanta
,,,
North America,United States,Georgia,Atlanta
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Nevada,Las Vegas
,,,
North America,United States,Nevada,Las Vegas
,,,
Europe,England,missing,London
,,,
Europe,England,missing,London
,,,
North America,United States,Connecticut,East Hampton
,,,
North America,United States,Connecticut,East Hampton
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,California,San Francisco
,,,
North America,United States,California,San Francisco
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,California,San Francisco
,,,
North America,United States,California,San Francisco
,,,
Europe,Italy,missing,Rome
,,,
Europe,Italy,missing,Rome
,,,
North America,United States,New York,Mount Kisco
,,,
North America,United States,New York,Mount Kisco
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,California,San Francisco
,,,
North America,United States,California,San Francisco
,,,
North America,United States,Illinois,Normal
,,,
North America,United States,Illinois,Normal
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,missing
,,,
North America,United States,New York,missing
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,California,San Francisco
,,,
North America,United States,California,San Francisco
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,"Brooklyn, New York"
,,,
North America,United States,New York,"Brooklyn, New York"
,,,
North America,United States,California,San Francisco
,,,
North America,United States,California,San Francisco
,,,
North America,United States,New York,Bay Shore
,,,
North America,United States,New York,Bay Shore
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New Mexico,Santa Fe
,,,
North America,United States,New Mexico,Santa Fe
,,,
North America,United States,California,Oakland
,,,
North America,United States,California,Oakland
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,Canada,Ontario,Toronto
,,,
North America,Canada,Ontario,Toronto
,,,
Europe,England,The West Midlands,Stoke-Upon-Trent
,,,
North America,Mexico,probably Oaxaca,missing
,,,
North America,Mexico,probably Oaxaca,missing
,,,
North America,Mexico,Guerrero,missing
,,,
North America,Mexico,Guerrero,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,Veracruz,missing
,,,
North America,Mexico,Veracruz,missing
,,,
North America,Mexico,Veracruz,missing
,,,
North America,Mexico,Veracruz,missing
,,,
North America,United States,New Jersey,Trenton
,,,
North America,United States,New Jersey,Trenton
,,,
North America,United States,Tennessee,Nashville
,,,
North America,United States,Tennessee,Nashville
,,,
North America,United States,Tennessee,Nashville ?
,,,
North America,United States,Tennessee,Nashville ?
,,,
North America,United States,Tennessee,Nashville
,,,
North America,United States,Tennessee,Nashville
,,,
North America,United States,Vermont,Bennington
,,,
North America,United States,Vermont,Bennington
,,,
North America,United States,Vermont,Bennington
,,,
North America,United States,Vermont,Bennington
,,,
North America,United States,Vermont,Bennington
,,,
North America,United States,Vermont,Bennington
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
Europe,England,The West Midlands,Burslem
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,Oaxaca,missing
,,,
North America,Mexico,Oaxaca,missing
,,,
North America,Mexico,Oaxaca,missing
,,,
North America,Mexico,Oaxaca,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,United States,New York,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,Guanajuato or Michoacan,missing
,,,
North America,Mexico,Guanajuato or Michoacan,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,Oaxaca,missing
,,,
North America,Mexico,Oaxaca,missing
,,,
North America,Mexico,Guanajuato or Michoacan,missing
,,,
North America,Mexico,Guanajuato or Michoacan,missing
,,,
North America,Mexico,Guanajuato or Michoacan,missing
,,,
North America,Mexico,Guanajuato or Michoacan,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,Veracruz,Santiago Tuxtla
,,,
North America,Mexico,Veracruz,Santiago Tuxtla
,,,
North America,Mexico,Guerrero,missing
,,,
North America,Mexico,Guerrero,missing
,,,
North America,Mexico,Michoac谩n,missing
,,,
North America,Mexico,Michoac谩n,missing
,,,
North America,Mexico,Michoac谩n,missing
,,,
North America,Mexico,Michoac谩n,missing
,,,
North America,Mexico,Veracruz,missing
,,,
North America,Mexico,Veracruz,missing
,,,
North America,Mexico,Veracruz,missing
,,,
North America,Mexico,Veracruz,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,Jalisco,missing
,,,
North America,Mexico,Jalisco,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,possibly Veracruz,missing
,,,
North America,Mexico,possibly Veracruz,missing
,,,
North America,Mexico,Guanajuato or Michoacan,missing
,,,
North America,Mexico,Guanajuato or Michoacan,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,Veracruz,Santiago Tuxtla
,,,
North America,Mexico,Veracruz,Santiago Tuxtla
,,,
North America,Mexico,Veracruz,said to be from Santiago Tuxtla
,,,
North America,Mexico,Veracruz,said to be from Santiago Tuxtla
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,Veracruz,Santiago Tuxtla
,,,
North America,Mexico,Veracruz,Santiago Tuxtla
,,,
North America,Mexico,Veracruz,Santiago Tuxtla
,,,
North America,Mexico,Veracruz,Santiago Tuxtla
,,,
North America,Mexico,Veracruz,Santiago Tuxtla
,,,
North America,Mexico,Veracruz,Santiago Tuxtla
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,Guerrero,missing
,,,
North America,Mexico,Guerrero,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,Mexico,Guerrero,missing
,,,
North America,Mexico,Guerrero,missing
,,,
North America,Mexico,Oaxaca,missing
,,,
North America,Mexico,Oaxaca,missing
,,,
North America,Mexico,Guerrero,missing
,,,
North America,Mexico,Guerrero,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,Oaxaca,missing
,,,
North America,Mexico,Oaxaca,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,Guerrero,missing
,,,
North America,Mexico,Guerrero,missing
,,,
North America,Mexico,Guerrero,missing
,,,
North America,Mexico,Guerrero,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
Europe,France,missing,Paris
,,,
Europe,France,missing,Paris
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
Europe,France,missing,Paris
,,,
Europe,France,missing,Paris
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
Europe,France,missing,Paris
,,,
Europe,France,missing,Paris
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
Europe,France,missing,Paris
,,,
Europe,France,missing,Paris
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
Europe,France,missing,Paris
,,,
Europe,France,missing,Paris
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
Asia,China,missing,missing
,,,
North America,United States,Maryland,Baltimore
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
Europe,France,missing,Paris
,,,
Europe,France,missing,Paris
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,Connecticut,missing
,,,
North America,United States,Connecticut,missing
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
Europe,France,missing,Paris
,,,
Europe,France,missing,Paris
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,Pennsylvania,Philadephia
,,,
North America,United States,Pennsylvania,Philadephia
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,New Jersey,Newark
,,,
North America,United States,New Jersey,Newark
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,Ohio,Newark
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,New York,New York
,,,
North America,United States,Maine,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,Maine,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
